logging_code_labels
"<line5>      logger.debug(""Handling virtual datapoint '{}' on gateway with id '{}'"", dp.getName(), id);<line8>        logger.debug(""Executing script '{}' on gateway with id '{}'"", dp.getInfo(), id);<line11>      logger.debug(""Sending variable '{}' with value '{}' to gateway with id '{}'"",dp.getInfo(),newValue,id);<line13>      logger.debug(""Sending datapoint '{}' with value '{}' to gateway with id '{}' using rxMode '{}'"",dpInfo,newValue,id,rxMode == null ? ""DEFAULT"" : rxMode);"
"<line19>      logger.debug(""got "" + messages.size() + "" message(s): "" + messages);"
<line49>      log.error(e.getMessage(), e);<line50>      log.info(Color.MAGENTA + monitor.stop() + Color.NORMAL);
"<line6>          logger.debug(""Couldn't resolve ""+ an.desc+ "" annotation type whilst searching for hints on ""+ getName());"
"<line1>    logger.info(""Before Starting application"");<line2>    logger.debug(""Starting my application in debug with {} arguments"", args.length);<line2>    logger.info(""Starting my application with {} arguments."", args.length);"
"<line10>    log.info(""Starting Spark server, ignoring port and host"");"
<line7>      log.error(exception, exception);
"<line2>    LOGGER.trace(""ENTERING: Before filter"");<line11>            LOGGER.debug(""Unable to extract date from Before filter {}. Ignoring filter."", literal);<line14>    LOGGER.trace(""EXITING: Before filter"");"
"<line34>          LOG.info(""Found fresh table, ignoring: "" + tableName);<line43>                      LOG.info(""Test-setup deleting table: %s"", tableName.getNameAsString());"
"<line6>      LOG.error(ex.getLocalizedMessage());<line17>      LOG.info(""Zibase gets relay status from file "" + statusFileURL);<line31>      LOG.error(Freedomotic.getStackTraceInfo(ex));"
"<line3>    log.debug(this.getName() + "" flushed."");"
"<line5>    LOGGER.debug(""Merging tables"");"
"<line10>          LOG.error("""", e);"
"<line4>      logger.info(""Apache NiFi is not currently running"");<line16>      logger.debug(""Connecting to NiFi instance"");<line18>      logger.debug(""Established connection to NiFi instance."");<line19>      logger.debug(""Sending DECOMMISSION Command to port {}"", port);<line25>        logger.debug(""Received response to DECOMMISSION command: {}"", response);<line30>        logger.error(""When sending DECOMMISSION command to NiFi, got unexpected response {}"", response);<line34>        logger.error(""Failed to delete lock file {}; this file should be cleaned up manually"", lockFile);"
"<line8>    LOGGER.debug(""Reconstruct consumer code :""+ bill.getConsumerId()+ "", with bill reference number: ""+ billReferenceNumber+ "", for Amount Paid :""+ actualAmountPaid);"
"<line11>      LOG.info(""Can't create admin log and detail for logo replacement."", e);"
"<line5>        LOGGER.error(""[loadConfig][{}] Exception occurred, cause: {}"", sourceName, throwable.toString());<line6>        LOGGER.debug(""[loadConfig][{}] Loaded config properties"", sourceName);"
<line5>      logger.error(e, e);
<line12>              LOGGER.error(t.toString(), t);<line16>                LOGGER.error(e.toString(), e);
"<line2>    log.debug(""exists: "" + exists);"
"<line1>    logger.warn(""Skipping a URL: {} which was bigger ( {} ) than max allowed size"", urlStr, pageSize);"
"<line3>        logger.info(""Override expected test files (instead of checking)"");<line16>      logger.debug(msg, e);"
"<line12>            logger.info(context,""ShadowUserProcessor:getSyncCallback:SUCCESS:SYNC CALLBACK SUCCESSFULLY PROCESSED""+ "" for Shadow user: ""+ singleShadowUser.toString());<line13>          logger.info(context,""ShadowUserProcessor:getSyncCallback:SUCCESS:SYNC CALLBACK SUCCESSFULLY MIGRATED  ALL""+ "" Shadow user"");<line14>          logger.error(context,""ShadowUserProcessor:getSyncCallback:SUCCESS:ERROR OCCURRED WHILE GETTING SYNC""+ "" CALLBACKS"",e);<line19>        logger.error(""ShadowUserProcessor:getSyncCallback:FAILURE:ERROR OCCURRED WHILE GETTING SYNC""+ "" CALLBACKS"",t);"
"<line4>    logger.debug(""Transaction started for window {}"", windowId);"
<line9>          log.error(e, e);
"<line5>    log.debug(""getGroups query for "" + entityId);"
"<line2>    LOG.debug(""Deregistering stream consumer - {}"", stream);<line11>    LOG.debug(""Deregistered stream consumer - {}"", streamConsumerArn);"
"<line13>      logger.error("""", e);"
"<line2>    LOG.debug(""begin loadExpirationConfiguration()"");<line3>    LOG.debug(""Property Directory: "" + propertyDir);"
"<line4>    logger.debug(""Registering queue on renderer {}"", thing.getLabel());<line12>        logger.trace(""Renderer {} still playing, set new queue as next entry"", thing.getLabel());"
<line24>      LOGGER.debug(e.getMessage(), e);
<line5>    log.info(message);
"<line1>    LOGGER.debug(action + "" feature list("" + featureList.size() + ""), into Feature table: "" + serviceUrl);<line15>    LOGGER.debug(""Response code: "" + response.getResponseCode() + ""\n\t"" + response.getBody());"
"<line11>        LOG.error(""Unknown column "" + columnIndex);"
"<line3>      logger.debug(""Successfully connected to "" + context.getDescription());"
"<line2>    LOG.info(""doing async send..."");<line5>      LOG.info(""got send exception: "", e);<line7>    LOG.info(""done async send"");"
"<line6>    log.debug(""login:: {} users were found"", users.size());<line7>      log.debug(""No users was found: {}"", userOrEmail);<line11>      log.debug(""Password does not match: {}"", u);<line14>      log.debug(""Not activated: {}"", u);<line16>    log.debug(""login user groups {}"", u.getGroupUsers());<line17>      log.debug(""No Group assigned: {}"", u);"
"<line11>        LOG.debug(""Resource has no File reference: {}"", resource);<line16>        LOG.debug(""Resource has no URI reference: {}"", resource);"
"<line6>      LOGGER.info(""test role doesn't exist, but it's ok"");"
"<line4>      LOG.warn(""ClosedChannelException caught. Cause: "", cause);<line6>    LOG.warn(""Unexpected exception. Closing channel {}"", ctx.channel(), cause);"
"<line13>        log.error(""Unable to iterate on HDFS directories "" + e.getMessage());"
"<line4>    LOG.debug(""determine record resources for data model '{}'"", finalDataModel.getUuid());<line9>    LOG.debug(""determined record resources for data model '{}'"", finalDataModel.getUuid());"
"<line20>      LOGGER.debug(""Launching: {}"", args);<line25>          LOGGER.debug(""Process Error Out: {}"", errOutput);<line25>          LOGGER.debug(""Process Out: {}"", processReader.getOutput());<line38>        LOGGER.debug(""Audit Request: {}"", auditRequest);"
"<line17>      logger.error(""error tagging efs - > "" + resourceId, ase);"
"<line15>            log.warn(""Cannot detect a charset for the zip file"");<line28>      log.error(e.getMessage(), e);"
"<line13>    logger.info(String.format(""Connected to cluster: %s\n"", metadata.getClusterName()));<line14>      logger.info(String.format(""Datacenter: %s; Host: %s; Rack: %s\n"",host.getDatacenter(), host.getAddress(), host.getRack()));"
"<line3>    LOGGER.debug(""Registering: "" + processID);<line7>      LOGGER.debug(""ProcessDescription is not valid. Removing "" + processID + "" from Repository."");"
<line2>    log.trace(XTCE_SEQUENCE_CONTAINER);
"<line2>      log.debug(""persisting cachedRunningQuery ""+ crq.getQueryId()+ "" to cache with status ""+ crq.getStatus());<line8>      log.debug(""persisting cachedRunningQuery ""+ crq.getQueryId()+ "" to database with status ""+ crq.getStatus());"
"<line13>      log.debug(String.format(""Use default network interface to bind %s"", address));"
<line5>        LOGGER.error(t.toString(), t);
"<line5>      LOG.info(""Creating new pool for "" + builder.getName());"
"<line13>      LOGGER.error("""", exc);"
"<line33>              LOG.warn(""Failed to delete temp file[%s]"", zippedFile);"
"<line5>    log.info(""Extracting "" + fileName + "" to "" + target);"
"<line6>      LOGGER.info(""none of config center source enabled."");<line8>    LOGGER.info(""use config center source {}"", configCenterConfigurationSource.getClass().getName());"
"<line3>    logger.info(""Ready to deploy"");<line4>      logger.info(""Deploying on delegate."");"
"<line3>    log.trace("">> addOrder() bidOrder={}"", order);"
"<line8>        log.info(""Successfully set the configured order number generator"");<line10>        log.info(""Setting default order number generator"");"
"<line18>          logger.warn(String.format(""unhandled exception happened when calling %s"", task.getClass().getName()),t);"
"<line10>        LOG.info(""asyn call time "" + c);"
"<line2>    logger.debug(""Adding NZB for {} to NZB with category {}"", title, category);<line5>      logger.info(""Error while trying to add link {} for NZB \""{}\"" to NZBGet queue: {}"",content,title,throwable.getMessage());"
"<line6>      logger.debug(""Got response string from player: "" + getId());"
"<line1>    logger.debug(""Searching index using series query '{}'"", query);"
"<line2>      logger.info(""Listening on port {}"", StructrLicenseManager.ServerPort);<line6>          logger.info(""##### New connection from {}"", socket.getInetAddress().getHostAddress());<line37>            logger.info(""License verification failed."");<line40>          logger.warn(""Unable to verify license: {}"", t.getMessage());<line43>      logger.warn(""Unable to verify license: {}"", t.getMessage());"
"<line16>      LOG.info(""BOLT ack TASK: {} TIME: {} TUPLE: {}"", taskId, delta, input);"
"<line17>        log.info(this,""HttpServiceComponent[""+ this.cName+ ""] for feature[""+ this.feature+ ""] started SUCCESS: port=""+ this.port);"
"<line7>        LOG.warn(""Failed to do initial update, will retry in [{}]ms, error: "",new Object[] {retryWaitMillisec, ex.getMessage(), ex});"
"<line15>            log.trace(""Using existing connection to {}"", serverAddr);<line34>        log.debug(""Failed to connect to {}"", servers.get(index), tte);"
"<line6>        logger.debug(""Batch ignored, flush operation not scheduled and queue is not full"");<line12>      logger.debug(""Batch ignored, no elements left in queue"");<line15>    logger.info(""Batch #{} - Preparing {} entries, scheduled={}"", batchNumber, batchSize, scheduled);<line22>    logger.info(""Batch #{} - Finished"", batchNumber, batchSize);"
"<line3>      LOGGER.debug(""Get last commit which are given to a param map with {} elements"", param.size());"
"<line7>              LOGGER.info(""Create dir {} in hdfs"", dir);"
<line10>      LOG.info(detail.getEndpointUri());
"<line1>    log.trace(""permissionDenied"");"
"<line2>    logger.debug(""Edit tools"");"
<line28>      log.error(systemException, systemException);
"<line2>      LOG.info(""Attaching Jira {} with snapshot"", basicIssue.getKey());"
"<line33>      logger.error(""StudyController - deleteComprehensionTestQuestion - ERROR"", e);"
"<line3>    LOG.info(""Request to get notebook info"");<line13>      LOG.error(""Exception in NotebookRestApi while get notebook info"", e);"
"<line10>      LOG.info(""Found plugin: {}"", plugin.getDescriptor().getPluginId());"
"<line3>      LOGGER.info(""setLight() successful for device : {}"", deviceResponse.getDeviceIdentification());"
"<line7>          log.trace(""Message "" + msg.getSrc() + "" -> "" + msg.getDest() + "" with workerIndex -1"");<line9>            log.trace(""Discarding message ""+ msg.getSrc()+ "" -> ""+ msg.getDest()+ "" with workerIndex ""+ header.getIndex());"
"<line9>      logger.error(""Upon plug-in service registration - "" + "" can not create a PluginInfo object!"");<line11>      logger.info(""Plug-in service ("" + pluginInfo.getPluginName() + "")"" + "" was registered."");"
"<line25>      LOG.debug(""acceptReducedValues: Accepted one set with "" + numReducers + "" aggregated values"");"
"<line6>        log.debug(""Failed to getMatching."");"
"<line15>      LOG.error(""While trying to send task completed mail for {}"", taskId, t);<line17>      LOG.debug(""Task {} mail sent with status {} (delete result {})"", taskId, shouldSendState, result);"
"<line1>    logger.debug(""Received deployment changed event, processing..."");<line9>            logger.debug(""New deployment {} has been discovered and will be deployed"", name);<line13>            logger.debug(""Deployment {} deployed successfully"", name);<line14>            logger.warn(""Deployment {} failed to deploy due to {}"", name, e.getMessage(), e);<line22>            logger.debug(""New deployment {} has been discovered and will be deployed"", identifier);<line25>            logger.debug(""Deployment {} undeployed successfully"", identifier);<line26>            logger.warn(""Undeployment {} failed to deploy due to {}"", identifier, e.getMessage(), e);"
"<line2>    LOG.debug(""Stop counting..."");"
"<line2>    logger.info(""Reading configuration for 1.2"");<line38>          logger.debug(""Found unexpected entry"");"
"<line1>    LOGGER.info(""Bind handler {} into jetty server {}:{}"",handler.getClass().getSimpleName(),jettyServerConfig.getHost(),jettyServerConfig.getPort());"
"<line19>    log.debug(""Number of components:""+ server.getStorageManager().getJournalSequentialFileFactory().getCriticalAnalyzer().getNumberOfComponents());"
"<line2>      log.info(""dimensions bad in dot()"");"
"<line7>      log.trace(""AncestorQueryIterator init()"");"
"<line9>        LOGGER.debug(""Token was successfully renewed (new TTL = {} seconds), response: {}"",ttl,bodyAsString(response.getRestResponse()));<line15>          LOGGER.warn(""Token TTL ({}) is not enough for scheduling"", ttl);<line18>        LOGGER.warn(""Vault token is not renewable now"");<line21>        LOGGER.warn(""Could not renew the Vault token"", e);"
"<line5>      LOG.error(""Unable to cleanup access tracker"", e);"
"<line4>      LOG.info(""Unregistering webhook for endpoint: {}"", delegateEndpoint);"
"<line7>    LOG.debug(""invokeRpc: uriPath: {}, input: {}"", uriPath, actualInput);<line15>        LOG.debug(""Parsed YangInstanceIdentifier: {}"",inputContext.getInstanceIdentifierContext().getInstanceIdentifier());<line15>        LOG.debug(""Parsed NormalizedNode: {}"", inputContext.getData());"
"<line14>      LOG.error(""Insert obervations thread was interrupted!"", e);"
"<line8>      LOG.error(""There was an error in Git {} operation"", operation);"
<line6>        log.debug(invalidFileVersionException, invalidFileVersionException);
"<line9>    log.warn(String.format(""Unexpected value type for serialized key %s"", key));"
"<line7>        logger.debug(""checkServerTrusted for {} succeeded"", tm);<line11>        logger.debug(""checkServerTrusted for {} failed"", tm);"
"<line13>      log.warn(""decodePrivateKey({}) non-standard RSA exponent found: {}"", keyType, e);<line21>      log.warn(""decodePrivateKey({}) mismatched modulus values: encoded={}, calculated={}"",keyType,n,modulus);"
"<line21>          log.warn(""Failed to transfer ""+ urlToInstall+ "" to ""+ machine+ "", retryable error, attempt ""+ attemptNum+ ""/""+ numAttempts+ "": ""+ e);<line23>        log.warn(""Failed to transfer ""+ urlToInstall+ "" to ""+ machine+ "", not a retryable error so failing: ""+ e);"
"<line6>      LOGGER.debug(""Access token: {}"", decodedJwt);<line7>      LOGGER.debug(""Access token can not be logged. {}"", e.getMessage());"
"<line15>        log.error(""Error while sending "" + name + "" packet"", e1);<line27>        log.error(""Error while receiving packet on "" + name + "" socket"", e1);"
"<line14>        log.error(""Cannot set autoCommit=true"", e);"
"<line8>    LOG.trace(""resolveArtifacts({}) returns {}"", coords, result);"
"<line12>        LOGGER.error(""Bestimmung der Installationspfade fÃ¼r das WollMux-Paket fehlgeschlagen."");<line20>      LOGGER.error("""", e);"
"<line15>      logger.debug(""to be created, intake common"");<line15>      logger.debug(objectAsXmlString(intake, IntakesCommon.class));"
"<line1>    log.debug(""getting MbZielobjTypTxt instance with id: "" + id);<line6>        log.debug(""get successful, no instance found"");<line7>        log.debug(""get successful, instance found"");<line10>      log.error(""get failed"", re);"
"<line9>      logger.warn(""Exception loading public key from PEM"", e);"
"<line8>    log.info(""setCredential {} status for {} to {}"", credential, entityId, status);"
"<line5>    LOGGER.info(""WFS GetFeature&typename=gsml:MappedFeature response:\n"" + prettyString(doc));"
"<line1>    LOG.info(""Setting up HTTP connector for web server"");"
"<line2>    LOG.debug(""List status of {}"", f.toString());"
"<line2>    LOGGER.trace(""checking whether Bundle {} is a domain"", bundle);<line5>      LOGGER.trace(""Bundle {} is not a domain, ignoring"", bundle);"
"<line21>      logger.error(""TTransportException inside handler"", e);<line24>      logger.error(""TApplicationException inside handler"", e);<line27>      logger.error(""Exception inside handler"", e);<line35>      logger.error(""Exception writing to internal frame buffer"", ex);"
"<line9>          logger.debug(""MapQuest statuscode: "" + status);<line9>          logger.error(""MapQuest messages "" + jsonNode.get(""info"").get(""messages""));<line18>            logger.warn(""Error retrieving GeocodedAddress from MapQuest response "" + json, ex);<line24>      logger.error(""Malformed MapQuest url!"", ex);<line25>      logger.error(""UTF-8 Unsupported?!"", ex);<line26>      logger.error(""Error opening API resource! "" + ex.toString() + "" Response: "" + json);<line27>      logger.error(""MapQuest response was not formatted correctly. Response: "" + json, ex);<line28>      logger.error("""" + ex);"
"<line55>      LOGGER.warn(""You can use @Route#order() to ensure the routes are not executed in random order"");"
"<line40>          LOGGER.debug(""Error validating standard format DMS string."", e);<line43>          LOGGER.debug(""Error validating standard format DMS pattern."", e);"
"<line5>        logger.trace(""Downloading montage image {} for channel '{}'"", imageNumber, channelId);<line16>              logger.debug(""IOException creating BufferedImage from downloaded image: {}"", e.getMessage());<line21>        logger.debug(""Some images could not be downloaded: wanted={}, actual={}"",numberOfImages,images.size());"
"<line21>        LOGGER.error(""URL.setURLStreamHandlerFactory() can only be called once per JVM instance, and""+ "" currently something has set it to;  additionally unable to discover type of""+ "" Factory"",e);<line24>        LOGGER.info(""setURLStreamHandlerFactory already set on this JVM to FsUrlStreamHandlerFactory. ""+ "" Nothing to do"");<line28>      LOGGER.error(""URL.setURLStreamHandlerFactory() can only be called once per JVM instance, and currently""+ "" something has set it to: ""+ type);"
"<line2>    logger.debug(""Checking if the atom container set empty: "", atomContainerCount == 0);"
"<line12>            logger.debug(""{} is a {} which is not interruptable as the thread running the session has not ""+ ""been set - please check the implementation if this is not desirable"",sessionId,this.getClass().getSimpleName());"
"<line2>    LOG.info(""Twilight plugin stopped "");"
"<line6>    log.info(""Executing command: "" + command);"
"<line3>      logger.info(""Processing schedule MatchManagerTask...""+ matchManager.processEvent(null, IMatchManager.Event.SCHEDULED_EVENT));<line4>      logger.error(""Error while processing scheduled MatchManager scheduled task.."");<line4>      logger.error(""error"", e);"
"<line7>      LOG.error(""While deleting {}"", model.getObject().getKey(), e);"
"<line12>    log.info(""About to run: {}"", jobName);"
"<line2>    log.debug("""");<line2>    log.debug(""Starting wiser on port "" + smtpPort);"
"<line2>    logger.debug(""getInterDirectPingMeasurementByMeasurement started ..."");<line8>      logger.debug(ex.getMessage(), ex);"
"<line9>        LOG.debug(""release of transaction member '{}'. "", mem);<line11>        LOG.error(""release member {}"", mem, t);"
"<line11>                      log.debug(""Configured Hibernate Dialect:\t"" + getHibernateDialect());<line25>                      log.warn(""Unsupported dialect (""+ getHibernateDialect()+ "") configured.\n""+ ""Please use one of the supported (Oracle, Postgresql or Derby)"");<line44>                        log.warn(""table not created yet, trying again"", e);"
"<line16>        log.error(""fieldType {} is illegal."", fieldType.toString());"
"<line1>    logger.debug(""writeCommand: {}"", HexUtils.bytesToHex(message));<line12>      logger.debug(""writeCommand failed: {}"", e.getMessage());"
"<line19>          log.trace(""Failed to send nameservice request for "" + name.name, ioe);<line22>        log.info(""Failed to send nameservice request for "" + name.name, ioe);"
"<line3>      Log.trace(""Session {} Request ID {}, event complete: {}"", streamID, rid, asyncEvent);"
"<line2>    LOG.info(""START TaskPersistDataStage.process()"");<line8>    LOG.info(""END TaskPersistDataStage.process() for cluster {} took {} ms"",cache.getClusterName(),(endTime - startTime));"
"<line18>          log.info(Bundle.getMessage(""ConfigMigratedToProfile""));<line20>        log.error(""Profiles not configurable. Using fallback per-application configuration. Error: {}"",ex.getMessage());<line27>          log.info(""Starting with profile {}"", profile.getId());<line28>          log.info(""Starting without a profile"");<line30>        log.error(""Specify profile to use as command line argument."");<line30>        log.error(""If starting with saved profile configuration, ensure the autoStart property is set to""+ "" \""true\"""");<line30>        log.error(""Profiles not configurable. Using fallback per-application configuration."");<line32>      log.info(""Profiles not configurable. Using fallback per-application configuration. Error: {}"",ex.getMessage());"
<line1>    Log.info(string);
"<line1>    log.debug(""attaching clean StgMBstnStatus instance"");<line3>      log.debug(""attach successful"");<line4>      log.error(""attach failed"", re);"
"<line4>      logger.trace(""Opening port {}"", serialPortName);<line8>      logger.trace(""Configure serial port parameters: {}"", portSettings);<line13>      logger.trace(""SerialPort opened successful on {}"", serialPortName);<line23>        logger.debug(""Enable receive threshold is unsupported"");<line27>        logger.debug(""Enable receive timeout is unsupported"");<line30>        logger.warn(""Possible bug because a new serial port value was set during opening new port."");<line33>      logger.debug(""Failed to get inputstream for serialPort"", ioe);<line35>      logger.warn(""Possible bug because a listener was added while one already set."", tmle);<line37>      logger.debug(""Port already in use: {}"", serialPortName, piue);<line39>      logger.debug(""Port does not support requested port settings (invalid dsmr:portsettings parameter?):""+ "" {}"",serialPortName,ucoe);"
"<line11>        logger.warn(""Slow request: {} {} ({}ms)"", req.getMethod(), getFullUrl(req), elapsedMS);"
"<line4>      logger.info(""Will parse {}"", serializedData);<line5>      logger.debug(""Template parsed {}"", template);"
<line34>      log.error(systemException, systemException);
"<line16>              LOG.trace(""ReplyTo is disabled on endpoint: {}"", endpoint);<line28>                LOG.debug(""Disabling JMSReplyTo: {} for destination: {}. Use preserveMessageQos=true to""+ "" force Camel to keep the JMSReplyTo on endpoint: {}"",new Object[] {jmsReplyTo, to, endpoint});<line43>              LOG.debug(""Using JMSReplyTo destination: {}"", replyTo);<line45>              LOG.trace(""Not using JMSReplyTo"");<line47>            LOG.trace(""Created javax.jms.Message: {}"", answer);"
"<line28>      LOGGER.debug(""Invalid spatial query type specified.  Will not apply spatial filter."");"
"<line8>      log.error(""Unable to get asset entries"", exception);"
"<line8>      LOGGER.warn(""Could not load class"", e);"
"<line2>    log.debug(""append [{}]"", path);"
"<line2>    log.debug(""Sending message to role "" + role);<line2>    log.debug(""User Service : "" + Context.getUserService());<line5>    log.debug(""Sending message "" + message + "" to "" + users);"
"<line5>      LOGGER.error(""appendMessageLog schedule log error,log:{} {},code:{}"",event.getSubject(),event.getMessageId(),code);"
"<line5>    log.info(""=======================Testing the order: ExP, EP, ER, ES-1, ES-2=======================""+ "" "");<line10>    log.info(""=======================Adding an execution plan ======================= "");<line15>    log.info(""=======================Adding an event receiver ======================= "");<line20>    log.info(""=======================Adding an event publisher ======================= "");<line25>    log.info(""=======================Adding a stream definition===================="");<line31>    log.info(""=======================Adding another stream definition===================="");"
"<line17>        log.error(""Can't watch env.properties file for changes"", e);"
"<line7>          log.debug(""Gauge {} is null-valued, defaulting to 0."", gauge);<line18>        log.debug(""Invalid type for Gauge {}: {}, only number types and booleans are supported by this""+ "" reporter."",gauge,value.getClass().getName());"
"<line1>    logger.info(""Requesting that Node be offloaded"");<line10>        logger.error(""Failed when attempting to disconnect node from cluster"", cause);"
"<line3>    logger.debug(""Doorbird action 'getRingTimeLimit' called"");<line6>      logger.info(""Doorbird Action service ThingHandler is null!"");"
"<line10>            log.info(""Re-indexing of ""+ size+ "" objects done after updating ""+ obj.getClass().getName()+ "":""+ obj.getId());"
"<line4>      log.error(""Error in printing AST."", e);"
"<line4>    LOGGER.info(""Time range between : "" + startTime + "" and "" + endTime);"
"<line8>      logger.info(""ElasticsearchPlugin config:{}"", elasticsearchPluginConfig);"
"<line13>          LOGGER.error(""Number of IO operations cannot be negative for dataset: "" + this);"
"<line31>      log.warn(""[{}] Failed to fetch device state data"", device.getId(), e);"
"<line9>      logger.info(""creating schema '{}'"", schemaName);"
"<line4>    log.debug(""{}"", t);"
"<line3>      LOGGER.info(""RTree "" + getTestOpName() + "" Test With Two Dimensions With Integer Keys."");"
"<line4>      LOGGER.warn(""could not close ZooKeeper client due to interrupt"", e);"
"<line5>          LOGGER.info(""UDFs can't be loaded as as dir {} doesn't exist or is not a directory"", pluginDir);<line12>        LOGGER.error(""Failed to load UDFs from location {}"", pluginDir, e);"
